
Exported on September 23, 2025 at 10:15 AM PDT

Id,FirstName,LastName,Email,Phone,Company,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Industry,LeadSource,Type,Status__c,Ownership,AnnualRevenue,NumberOfEmployees,CreatedDate,LastActivityDate
0018567399459587,Larry,Jackson,larry.jackson@hernandez.org,(108)500-3443,Cole and Sons,1091 Lynn Springs Apt. 968,Lake Angelachester,MN,90171,Saint Lucia,Hospitality,Organic Search,Prospect,Inactive,Subsidiary,980486087.28,4278,2024-06-01,2025-02-25
0013869871208609,Gabrielle,Schwartz,gabrielle.schwartz@owens.org,194.140.9872x4186,Ramirez and Sons,15636 Williams Expressway,Kendraland,MT,80746,Heard Island and McDonald Islands,Energy,Outbound Call,Reseller,Pending,Subsidiary,1901001248.64,1528,2023-11-07,2024-11-18
0018309008994622,Steve,Irwin,steve.irwin@williams.com,+1-727-861-0955x487,Gordon-Castro,0367 Cline Mountains Suite 675,Benjaminport,NC,60977,Niger,Media,Event,Partner,On Hold,Government,1795638809.56,4108,2024-05-05,2024-09-25
0016897566593099,Jamie,Bartlett,jamie.bartlett@johnson-reid.com,001-452-972-3373,"Haley, Nelson and Brown",4602 Miles Spur,Dennisland,MD,97878,Palestinian Territory,Healthcare,Paid Search,Prospect,Inactive,Government,1597888352.52,1694,2023-11-24,2024-12-25
0014819340250343,James,Chen,james.chen@rogers.net,2329133046,Harrison-Roberts,335 Austin Club Suite 311,Debraland,DE,39591,Poland,Energy,Organic Search,Reseller,Pending,Subsidiary,458178206.1,2816,2024-10-03,2025-07-31
0018859456539092,Thomas,Moss,thomas.moss@collins.com,(056)474-8220x835,"Jackson, Crawford and Perez",697 Rebecca Plaza Suite 105,Holmesland,TX,31897,Liberia,Technology,Social Media,Customer,Pending,Public,303925967.29,696,2024-07-04,2024-08-24
0016033247094202,Daniel,Richardson,daniel.richardson@fritz.info,654.428.0100,Cline Inc,88727 Gray Springs,West Anthony,DC,78738,Azerbaijan,Energy,Customer Referral,Partner,On Hold,Private,359074388.22,4342,2024-08-12,2024-12-24
0018727376794034,Amanda,Hayden,amanda.hayden@craig.biz,+1-331-613-4017x3628,"Allen, Ward and Jackson",01461 Mallory Glens,East Brad,MO,02311,Equatorial Guinea,Education,Email Campaign,Prospect,On Hold,Government,858183700.45,161,2024-11-22,2024-11-25
0016764589431493,Cathy,Ward,cathy.ward@brooks-williams.info,001-768-059-7603x57253,Brown-Palmer,42634 Martinez Circles,West Donaldberg,NE,02890,French Guiana,Media,Trade Show,Customer,Inactive,Government,322501919.68,4403,2025-07-17,2025-09-07
0013356209198813,Shane,Singh,shane.singh@ruiz-castro.com,790.769.2431x8247,Garcia-Johnson,7737 Bruce View Apt. 920,Port Joyce,AR,18116,Netherlands,Energy,Email Campaign,Reseller,Inactive,Government,1862227619.87,1808,2023-09-30,2025-04-24
0017661394760789,Brandon,Valenzuela,brandon.valenzuela@anderson.com,(673)046-3876,Tucker-Collier,529 Moore Throughway,New Sarachester,MA,30470,Liechtenstein,Retail,Event,Reseller,Inactive,Private,1376508728.75,1249,2023-09-24,2025-04-28
0013193705941133,Charles,Mccullough,charles.mccullough@johnson-martinez.com,051.868.1775x13686,"Johnson, Rangel and Barber",95354 Harrison Highway,Castrobury,DC,43863,Mali,Media,Customer Referral,Prospect,On Hold,Government,587069384.76,753,2025-01-24,2025-06-27
0013956995787330,Todd,Baker,todd.baker@clark.biz,844-335-0141x9287,"Taylor, Malone and Brooks",7529 Smith Rapids Suite 329,Billshire,NC,87322,Ghana,Hospitality,Web,Customer,Inactive,Government,460413054.25,3098,2024-02-22,2025-01-04
0015902438601724,Kellie,Martin,kellie.martin@owens.com,614-296-2806,Morris LLC,21132 Marissa Road Suite 460,Melanieville,MA,41301,Burkina Faso,Retail,Web,Customer,Pending,Private,1225670701.96,1859,2023-11-13,2024-01-02
0019644983555375,Kimberly,Aguilar,kimberly.aguilar@delgado.com,458-173-0676x74320,Rivera-Garner,65179 Melissa Stravenue,West Katherineview,NC,90127,Zimbabwe,Manufacturing,Web,Reseller,On Hold,Subsidiary,1499536566.68,3602,2023-12-16,2025-08-18
0017114817335685,Terri,Freeman,terri.freeman@castro.com,263.227.0196x60827,Lowery and Sons,12202 Green Wall,Kristinaton,MS,81156,Samoa,Media,Paid Search,Customer,On Hold,Government,1087422034.44,1481,2024-08-13,2025-01-13
0012305220063962,Patricia,Atkinson,patricia.atkinson@davis.info,680-183-0572x0182,Bush PLC,24907 Nolan Trafficway Suite 106,Romeroberg,TN,89664,Comoros,Government,Email Campaign,Reseller,Inactive,Public,1376830237.74,565,2025-01-02,2025-08-21
0015697401800729,Raymond,Cobb,raymond.cobb@perkins.biz,+1-940-735-1132x127,"Davis, Cruz and Jackson",467 Whitney Path Apt. 946,Lopezside,AR,69367,Uganda,Hospitality,Event,Partner,Pending,Subsidiary,924625600.28,769,2024-03-27,2024-05-06
0015535289784730,Kenneth,Green,kenneth.green@gallegos.net,(711)781-6165x42818,Rodriguez-Lawson,293 Thompson Meadows Suite 732,East Mark,HI,80708,Morocco,Technology,Event,Partner,Inactive,Subsidiary,544817461.57,2251,2025-04-16,2025-05-09
0013058790080800,Dan,Cooper,dan.cooper@smith.com,+1-125-679-1343x100,"Smith, Thompson and Perry",93624 William Canyon Apt. 943,West Robertshire,DE,85182,Guam,Transportation,Paid Search,Customer,On Hold,Public,1319617058.47,908,2025-08-21,2025-08-26
0017524036407478,Terrence,Bowen,terrence.bowen@leach.com,+1-001-653-0390x535,Duarte LLC,064 Mcconnell Parks Apt. 089,Kimberlyview,NJ,89183,Angola,Transportation,Social Media,Partner,On Hold,Private,437618043.5,1144,2024-08-02,2025-02-16
0019834553307724,Angelica,Booth,angelica.booth@obrien.com,+1-247-160-8789,Lee-Rogers,1012 Daniel Park,Gilmoreshire,HI,17769,Macao,Technology,Web,Customer,On Hold,Private,69639359.67,4774,2025-04-26,2025-06-14
0019255917363811,Louis,Parrish,louis.parrish@compton.com,+1-403-743-0768x9231,"Cordova, Hernandez and Scott",9633 Long Lock Apt. 825,Jonesbury,WY,23617,Afghanistan,Technology,Event,Partner,Active,Private,17983836.42,1900,2025-01-15,2025-01-16
0018692441337982,Kelly,Browning,kelly.browning@ryan.com,+1-785-299-6892x43029,Henson-Davis,0210 Jordan Fall,Lake Jonathan,MT,13425,Netherlands,Healthcare,Social Media,Reseller,On Hold,Government,161695045.06,1332,2023-10-13,2024-07-25
0018062061259693,Michael,Dixon,michael.dixon@clark-jefferson.com,712-059-7438,Horton-Harrison,322 Moore Station,North Chadland,CO,54317,Russian Federation,Education,Web,Reseller,Active,Public,290210117.35,4733,2023-10-15,2025-09-21
0015146608934650,Carmen,Cooper,carmen.cooper@tran-johnson.com,5426007137,Mullins-White,980 Christina Isle Suite 715,Port Robin,IL,36697,Solomon Islands,Technology,Event,Customer,Active,Subsidiary,1790952689.17,904,2023-10-10,2024-01-06
0011137639247231,Nicole,Williams,nicole.williams@edwards.com,(348)828-1197,Riley Group,1877 James Park,Port Shannonfort,IN,02775,Latvia,Media,Paid Search,Reseller,Inactive,Public,77928880.72,4349,2025-07-10,2025-07-25
0016933790169982,David,Hamilton,david.hamilton@ponce.com,849-784-8176x42221,"Murphy, Burgess and Fox",17881 Hill Rue Suite 753,Lake Brian,OK,56321,Slovenia,Technology,Organic Search,Prospect,Inactive,Public,698998196.58,1583,2025-02-17,2025-07-29
0019347321769611,Robert,Jones,robert.jones@lee.com,+1-960-652-1048x358,Myers and Sons,88281 Lopez Alley,South Carla,NH,28763,Ireland,Financial Services,Web,Partner,Active,Private,531167048.25,2404,2025-08-19,2025-09-01
0012863986045989,Michelle,Martinez,michelle.martinez@cruz-welch.com,(331)730-8961,Tyler Group,98315 Julia Meadows,West Amy,WV,99183,Cape Verde,Manufacturing,Customer Referral,Reseller,On Hold,Subsidiary,932811378.41,3263,2023-12-24,2024-07-19
0012214150885270,Victoria,Kaiser,victoria.kaiser@page.com,001-839-838-5202x296,"Smith, Wu and Massey",8923 Grant Avenue Suite 562,Port Joshuaside,CT,96415,Ecuador,Technology,Paid Search,Customer,Inactive,Subsidiary,1845505775.03,3522,2025-09-21,2025-09-21
0013629342501545,James,Le,james.le@nguyen-atkinson.org,(994)108-4471x697,Sandoval-Stein,40688 Edwards Brook,Port Lorichester,NC,25372,Ireland,Education,Web,Reseller,Inactive,Subsidiary,1799377429.0,4729,2024-04-27,2024-07-03
0017835050693766,Marissa,Fitzgerald,marissa.fitzgerald@johnson.info,+1-544-390-0020x2624,Mejia Ltd,877 Brittany Prairie,Russellmouth,RI,76496,Sierra Leone,Media,Social Media,Partner,Pending,Subsidiary,257222711.0,4858,2024-06-07,2025-05-21
0017868365692457,Brian,Rojas,brian.rojas@white-white.biz,031.269.4490,"Edwards, Gomez and Robbins",7247 Johnson Stravenue Apt. 335,Cantrellmouth,VA,99697,Guyana,Transportation,Web,Reseller,Active,Private,177796586.32,599,2025-02-23,2025-07-15
0012287159351390,Michael,Everett,michael.everett@hampton.info,001-140-750-5247x06312,Hernandez LLC,0186 George Lodge Apt. 318,Foxfort,MO,25360,Ecuador,Healthcare,Social Media,Customer,Active,Public,479997489.42,4071,2025-01-30,2025-06-14
0015120073341689,Susan,Wiggins,susan.wiggins@preston.com,216.904.2013,Rodgers PLC,9371 Sandoval Lodge Suite 769,Samanthafort,IA,79729,American Samoa,Education,Paid Search,Partner,Inactive,Subsidiary,1305686924.45,2099,2024-09-25,2025-04-11
0015131135993724,James,Jordan,james.jordan@hill-juarez.info,398-527-5429x3921,Williams-Lee,8883 Bell Manors,Turnerview,CT,57536,Timor-Leste,Hospitality,Customer Referral,Customer,Inactive,Subsidiary,788266472.52,3056,2023-10-07,2025-06-16
0018037901693839,Barry,Williams,barry.williams@lee-spears.com,740-648-9218x136,Price and Sons,14601 Parker Corners,Calderonstad,AL,08559,Cocos (Keeling) Islands,Media,Email Campaign,Customer,Inactive,Government,1383445106.29,4025,2024-08-08,2024-10-01
0015957902426794,William,Schneider,william.schneider@brown.info,7565838738,Clayton-Moore,244 Gross Vista Apt. 722,Carolynview,KS,64756,Saint Kitts and Nevis,Financial Services,Outbound Call,Prospect,Pending,Government,1230147635.22,3558,2025-05-06,2025-09-21
0015876918586403,Kevin,Bradley,kevin.bradley@barber.info,245.861.2085x6672,Ross and Sons,51068 Douglas Loaf,Richardhaven,WA,97137,Anguilla,Media,Email Campaign,Prospect,Active,Subsidiary,438806042.01,4807,2024-01-08,2025-03-14
0017807258825691,Nathaniel,Harris,nathaniel.harris@rodriguez-valentine.com,199.517.1714x92404,"Hodges, Callahan and Harris",38576 Diana Forges,Freemanton,VT,91938,Macao,Hospitality,Email Campaign,Partner,On Hold,Subsidiary,489869404.69,3964,2025-05-15,2025-07-30
0013822763933377,Debra,King,debra.king@martinez.org,824-165-3321x01335,Kirk-Roberts,02316 Hansen Haven Apt. 987,West Henry,IA,92886,Uruguay,Manufacturing,Event,Reseller,Inactive,Subsidiary,529730599.45,425,2024-04-25,2025-06-15
0014971808862440,Christopher,Rollins,christopher.rollins@wood-mills.org,+1-094-708-7985x42595,Young Inc,287 Frederick Greens Suite 511,North Christopherland,FL,04967,Gabon,Energy,Web,Partner,Inactive,Subsidiary,1976697373.38,4291,2024-05-26,2024-12-21
0018110597404524,Victoria,Smith,victoria.smith@jones-yu.com,001-212-470-3524x505,Larsen Ltd,597 Brad Garden Suite 305,Martinside,VA,26746,Czech Republic,Healthcare,Paid Search,Reseller,Inactive,Subsidiary,1841276861.15,2008,2025-07-21,2025-09-05
0012912532163552,Kimberly,Caldwell,kimberly.caldwell@allen.org,(836)056-6281,"Cardenas, Olson and Blackburn",4529 Austin Stravenue Suite 545,New Joshua,MS,73826,Kuwait,Retail,Paid Search,Customer,Inactive,Government,1719104693.23,1025,2024-07-02,2025-07-15
0011718326171685,Claudia,Deleon,claudia.deleon@sloan-page.com,+1-222-569-0940x32505,Weber LLC,41938 Vickie Green Suite 692,New Amy,NH,46666,Trinidad and Tobago,Transportation,Social Media,Partner,Pending,Government,132211994.19,2347,2025-07-28,2025-08-20
0017996365553022,John,Ballard,john.ballard@riddle.biz,(194)562-3784x0086,Matthews-Terrell,2704 Cheryl Lodge Apt. 228,Martinmouth,TX,16608,Togo,Government,Social Media,Partner,Inactive,Government,274842116.49,2603,2025-05-28,2025-07-22
0014796142233232,Adam,Swanson,adam.swanson@oneal.com,+1-368-223-4121x748,Burton and Sons,7563 Kenneth Station,Simmonsstad,TN,52650,Bouvet Island (Bouvetoya),Retail,Customer Referral,Prospect,On Hold,Public,459822491.58,1354,2024-09-07,2025-02-26
0012593098124059,Tara,Vaughan,tara.vaughan@thomas.net,8859036289,"Hicks, Walker and Simmons",87226 Dominguez Center Apt. 098,Zimmermanville,MI,33006,Bermuda,Retail,Web,Reseller,Active,Subsidiary,916814933.41,1345,2025-04-04,2025-04-05
0018671189430980,Amy,Arnold,amy.arnold@chandler-graham.com,387-581-6472x416,Brown and Sons,0742 Robert Manors,Lake April,FL,79050,Northern Mariana Islands,Media,Social Media,Customer,Active,Public,536793543.97,1555,2025-06-19,2025-06-27
0015155758178872,Ana,Garza,ana.garza@brown.com,(767)291-2418x568,Austin-Cordova,506 Mcfarland Camp Suite 873,Michaelton,AK,24432,Djibouti,Healthcare,Organic Search,Partner,Active,Government,1988150477.15,1550,2024-01-16,2024-03-18
0014288948344999,Anthony,Ross,anthony.ross@faulkner.biz,001-143-449-2817,Henry-Bartlett,3540 Dennis Grove Apt. 972,New Tim,NE,66072,Trinidad and Tobago,Education,Customer Referral,Partner,Active,Private,670642118.77,1859,2025-06-08,2025-09-13
0013853338303792,Eric,Campbell,eric.campbell@mendoza.com,623.229.2014,"Willis, Miller and Ramsey",3687 Jeffrey Ports,North Alyssa,CA,66893,Dominican Republic,Technology,Event,Customer,Active,Private,1374659815.46,3471,2024-06-20,2025-01-25
0017367734023584,Jennifer,Holt,jennifer.holt@meyers-wright.com,+1-435-289-3191x05575,Wilson Group,1948 Ryan Centers Apt. 144,East Shannon,VT,11324,Martinique,Retail,Trade Show,Prospect,Active,Public,290895151.73,3679,2023-12-20,2024-11-01
0014684006982115,John,Clark,john.clark@vasquez.info,001-292-676-3863x11445,"Watkins, Peterson and Scott",04002 Charlotte Neck Suite 339,New Moniqueside,VA,03434,Belarus,Energy,Web,Prospect,Inactive,Private,879342603.73,392,2024-08-09,2024-09-23
0017535247758426,Alexander,Drake,alexander.drake@liu.biz,592-430-6858x72428,Malone Group,256 Reed Orchard,Josephbury,OH,39830,Austria,Technology,Trade Show,Prospect,Active,Public,56402298.97,4582,2024-10-09,2025-04-28
0019573844499385,Marissa,Ryan,marissa.ryan@becker.net,(019)001-0006x45080,"Crawford, Brown and Conley",5000 Nicholas Light,Brianmouth,GA,60690,Monaco,Media,Customer Referral,Prospect,Inactive,Government,1971577998.67,2515,2024-10-12,2025-02-02
0012915737192429,Jose,Gonzalez,jose.gonzalez@george.net,517-198-1046,Reed Group,864 Henderson Gardens Suite 858,New Amy,RI,76968,New Zealand,Retail,Paid Search,Partner,Inactive,Private,326016827.03,2337,2025-04-25,2025-07-11
0019095123695319,Ashley,Bell,ashley.bell@david-mitchell.org,001-704-720-5404x257,Cobb-Herrera,793 Tammy Wall Suite 617,Tatetown,UT,35676,Kazakhstan,Transportation,Social Media,Partner,Active,Subsidiary,683682571.52,3776,2025-03-27,2025-06-27
0015591910066176,Joshua,Gibson,joshua.gibson@chan-young.org,(058)257-1656x143,"Cruz, Grimes and Wilson",3766 Erica Mall,Sanchezborough,CA,70355,Malawi,Media,Organic Search,Prospect,Pending,Subsidiary,1945047030.15,2035,2024-08-13,2025-05-04
0018744794789442,Ruth,Soto,ruth.soto@sullivan-ray.info,+1-084-661-9629x45701,Fuller and Sons,4581 Daniels Camp Suite 724,Williamsmouth,UT,59404,Italy,Government,Organic Search,Reseller,Inactive,Government,1393791810.43,1113,2024-10-16,2024-11-02
0016055073459255,Joseph,Brown,joseph.brown@pham.info,831.930.4791x0212,"Phillips, Henderson and Lucas",477 Williams Vista Suite 116,Thomasburgh,MT,06740,Kenya,Education,Outbound Call,Reseller,Inactive,Private,216455275.03,3141,2025-06-24,2025-08-01
0017907157575566,Andrew,Norman,andrew.norman@atkins-mills.info,+1-925-392-3020x8948,Smith PLC,80639 Joe Ridges,Port Randy,DE,82926,French Guiana,Hospitality,Partner Referral,Partner,Pending,Private,1616850484.26,422,2025-02-13,2025-08-18
0011254734342763,Anthony,Kramer,anthony.kramer@miller-murray.biz,(212)911-5419x7474,"Wilson, Smith and Solomon",5907 Hall Circles Apt. 062,East Josephshire,VA,65397,Tuvalu,Technology,Web,Partner,On Hold,Government,1962418869.52,3873,2025-01-08,2025-06-02
0016227936324423,Pamela,Franklin,pamela.franklin@williams.com,8681384368,Riddle-Riley,838 Adams Estates,East Jasonport,KS,31418,Monaco,Government,Event,Prospect,On Hold,Subsidiary,213089377.25,3003,2024-05-06,2025-09-08
0011577164689207,Alexis,Dunn,alexis.dunn@herrera.net,458.250.1482,Lewis LLC,962 Kevin Falls Apt. 940,West Feliciamouth,SD,63628,Myanmar,Transportation,Social Media,Customer,On Hold,Government,862243728.34,775,2024-11-19,2024-12-31
0015552840972985,Benjamin,Brown,benjamin.brown@coleman.net,1861302206,"Davis, Brown and Wilkins",8217 Desiree Wall Apt. 203,New Tony,NE,25298,Eritrea,Transportation,Partner Referral,Partner,Pending,Public,559087063.09,4952,2024-06-01,2024-10-17
0015401213325319,Ashley,Harris,ashley.harris@brown.com,151.079.7843x710,Smith Group,8847 Matthew River,West Elizabeth,MD,60685,Tajikistan,Hospitality,Paid Search,Reseller,Inactive,Government,1511722045.33,1959,2024-05-01,2025-05-17
0014214648815562,Jennifer,Lopez,jennifer.lopez@hendricks.com,(470)102-0505,"Ferrell, Burke and Thomas",52259 Justin Parkways,Bethmouth,IN,38234,Saint Pierre and Miquelon,Energy,Paid Search,Prospect,Inactive,Subsidiary,1651629453.08,3458,2024-04-16,2024-05-05
0012677406920141,Thomas,Lewis,thomas.lewis@carr.biz,369-567-5907x5385,Nixon-Bush,751 Sarah Hill Suite 328,East Christineborough,AL,61843,French Polynesia,Manufacturing,Event,Customer,Pending,Government,1612148984.28,2706,2025-03-23,2025-04-16
0019580395268218,James,Jones,james.jones@harper-trevino.com,097-318-3445x436,"Allison, Baker and Navarro",4918 James Lodge,South Kevin,AL,22081,Poland,Retail,Partner Referral,Prospect,Inactive,Private,1778688774.54,1768,2024-07-11,2025-08-08
0013094711336640,Dustin,Smith,dustin.smith@dominguez.net,2577370250,"Patrick, Bennett and Kirby",562 Young Pine Apt. 493,Howellville,OR,13754,Barbados,Government,Email Campaign,Reseller,On Hold,Public,420476148.61,3370,2024-10-10,2025-05-02
0011357539533445,Andrea,Terry,andrea.terry@smith.com,+1-282-271-5520x74693,"Payne, Phillips and Bautista",739 Jacqueline Orchard Suite 928,Bentleychester,AL,93254,Syrian Arab Republic,Education,Customer Referral,Prospect,Pending,Public,913660996.7,2861,2024-09-19,2024-11-03
